"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Female",0,"Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.35,314.55,"No"
"Female",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",80.3,4995.35,"No"
"Male",1,"Yes","Yes",24,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",79.85,1857.75,"No"
"Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.15,20.15,"No"
"Male",0,"Yes","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",80,5040.2,"No"
"Male",0,"No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.35,422.7,"No"
"Female",0,"Yes","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.5,1808.7,"Yes"
"Male",0,"No","No",19,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",59.55,1144.6,"No"
"Male",1,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.1,25.1,"Yes"
"Male",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Two year","No","Credit card (automatic)",68.95,4858.7,"No"
"Male",0,"Yes","No",34,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Mailed check",88.85,3000.25,"No"
"Male",0,"No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,24.75,"Yes"
"Male",0,"No","No",37,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",40.55,1390.85,"No"
"Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,63.75,"Yes"
"Male",0,"Yes","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1037.75,"Yes"
"Female",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.95,1614.9,"No"
"Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.25,100.25,"Yes"
"Female",0,"Yes","No",48,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",69.55,3435.6,"No"
"Female",0,"No","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",25.4,399.6,"Yes"
"Female",1,"Yes","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.1,2510.7,"No"
"Female",0,"No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",89.2,5500.6,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.75,19.75,"No"
"Female",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20,196.35,"No"
"Male",0,"Yes","Yes",61,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",103.9,6449.15,"No"
"Female",1,"No","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",75.5,5212.65,"No"
"Female",1,"Yes","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,1131.2,"Yes"
"Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.4,6252.7,"No"
"Female",0,"Yes","No",46,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",45.55,2062.15,"No"
"Male",1,"No","No",9,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",49.2,447.9,"No"
"Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.15,7555,"No"
"Male",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",79.7,5293.4,"Yes"
"Female",0,"No","No",22,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.3,1855.65,"Yes"
"Female",0,"No","Yes",17,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",92.7,1556.85,"No"
"Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.6,8100.25,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,20,"Yes"
"Male",0,"Yes","No",68,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.3,6754.35,"No"
"Male",0,"No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.25,101.9,"No"
"Male",0,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.15,2640.55,"No"
"Male",0,"No","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.8,1212.25,"No"
"Male",1,"No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",74.1,5031,"No"
"Female",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.05,85.05,"Yes"
"Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",118.75,8672.45,"No"
"Female",0,"Yes","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,220.8,"No"
"Female",1,"No","No",57,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101.3,5779.6,"No"
"Female",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",21.2,222.65,"No"
"Female",0,"Yes","Yes",39,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",24.2,914.6,"No"
"Female",0,"No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.3,246.3,"No"
"Male",0,"No","No",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.25,969.85,"No"
"Female",0,"Yes","Yes",52,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",50.95,2610.65,"No"
"Male",0,"No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.65,4747.85,"No"
"Female",0,"No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.1,1759.55,"No"
"Male",0,"Yes","No",63,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.25,4234.15,"No"
"Male",0,"No","Yes",1,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",59.55,59.55,"No"
"Male",0,"No","No",55,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",77.8,4323.35,"No"
"Female",1,"No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.5,4370.25,"Yes"
"Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",64.75,4804.75,"No"
"Male",0,"Yes","No",21,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",54.6,1125.2,"No"
"Male",1,"No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,422.4,"No"
"Female",0,"Yes","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.15,777.35,"No"
"Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.55,166.3,"Yes"
"Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70,70,"Yes"
"Male",0,"Yes","Yes",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,155.35,"No"
"Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,144,"No"
"Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.95,7875,"No"
"Female",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.05,761.85,"No"
"Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",104.3,6725.3,"No"
"Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,321.75,"Yes"
"Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",74.9,147.15,"Yes"
"Female",0,"No","Yes",2,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",61.2,125.95,"No"
"Female",0,"No","Yes",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.2,193.8,"Yes"
"Male",0,"Yes","No",22,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.7,1914.9,"Yes"
"Female",1,"Yes","No",70,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.85,6470.1,"No"
"Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.9,57.4,"No"
"Female",0,"No","No",59,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Electronic check",95.8,5655.45,"No"
"Male",1,"No","No",54,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",55.45,2966.95,"No"
"Male",1,"Yes","No",24,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.85,1772.25,"Yes"
"Female",0,"Yes","Yes",6,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Mailed check",40.55,217.5,"No"
"Female",0,"No","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",86.4,5442.05,"No"
"Female",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",66.9,4370.25,"No"
"Female",0,"No","No",60,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,4224.7,"No"
"Male",0,"Yes","No",12,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.6,959.9,"No"
"Female",0,"Yes","No",34,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.45,3414.65,"No"
"Male",0,"No","No",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.2,216.9,"Yes"
"Male",0,"No","No",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",23.15,245.2,"Yes"
"Male",0,"No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.45,481.1,"No"
"Female",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.85,302.75,"Yes"
"Male",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.25,1728.2,"No"
"Male",0,"Yes","No",33,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",91.25,2964.05,"No"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.95,78.95,"Yes"
"Male",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25,1738.9,"No"
"Female",0,"Yes","Yes",58,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",91.55,5511.65,"No"
"Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.15,98.5,"Yes"
"Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.85,19.85,"No"
"Female",0,"Yes","No",53,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","One year","Yes","Electronic check",91.15,4862.5,"No"
"Female",0,"No","Yes",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",51.55,106.2,"No"
"Female",0,"Yes","No",4,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.7,235.05,"No"
"Female",1,"Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",106.25,6979.8,"Yes"
"Female",0,"No","Yes",34,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.15,3946.9,"No"
"Female",0,"No","No",9,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",66.25,620.55,"Yes"
"Female",0,"Yes","Yes",55,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",75,4213.9,"No"
